seed,fault_type,fault_mode,workflow,runtime_sec,retrains,steps_to_detect,mrr,hit_at_1,hit_at_3,hit_at_5,hit_at_10,precision_at_k,recall_at_k,first_true_label_rank,rank_true_feature,true_feature,top_candidate_feature,oracle_target,oracle_fix_applied,oracle_fix_count,repair_effect_quality,repair_effect_reason,oracle_normalized_clean_holdout_accuracy,oracle_normalized_clean_holdout_balanced_accuracy,oracle_normalized_clean_holdout_f1,oracle_normalized_clean_holdout_roc_auc,oracle_normalized_clean_holdout_log_loss,oracle_normalized_clean_holdout_brier_score,before_train_accuracy,before_train_balanced_accuracy,before_train_f1,before_train_roc_auc,before_train_log_loss,before_train_brier_score,before_contaminated_eval_accuracy,before_contaminated_eval_balanced_accuracy,before_contaminated_eval_f1,before_contaminated_eval_roc_auc,before_contaminated_eval_log_loss,before_contaminated_eval_brier_score,before_clean_holdout_accuracy,before_clean_holdout_balanced_accuracy,before_clean_holdout_f1,before_clean_holdout_roc_auc,before_clean_holdout_log_loss,before_clean_holdout_brier_score,after_train_accuracy,after_train_balanced_accuracy,after_train_f1,after_train_roc_auc,after_train_log_loss,after_train_brier_score,after_contaminated_eval_accuracy,after_contaminated_eval_balanced_accuracy,after_contaminated_eval_f1,after_contaminated_eval_roc_auc,after_contaminated_eval_log_loss,after_contaminated_eval_brier_score,after_clean_holdout_accuracy,after_clean_holdout_balanced_accuracy,after_clean_holdout_f1,after_clean_holdout_roc_auc,after_clean_holdout_log_loss,after_clean_holdout_brier_score,delta_train_accuracy,delta_train_balanced_accuracy,delta_train_f1,delta_train_roc_auc,delta_train_log_loss,delta_train_brier_score,delta_contaminated_eval_accuracy,delta_contaminated_eval_balanced_accuracy,delta_contaminated_eval_f1,delta_contaminated_eval_roc_auc,delta_contaminated_eval_log_loss,delta_contaminated_eval_brier_score,delta_clean_holdout_accuracy,delta_clean_holdout_balanced_accuracy,delta_clean_holdout_f1,delta_clean_holdout_roc_auc,delta_clean_holdout_log_loss,delta_clean_holdout_brier_score,top5_suspect_indices,top5_suspect_features,case,improvement_clean_holdout_accuracy,improvement_clean_holdout_balanced_accuracy,improvement_clean_holdout_f1,improvement_clean_holdout_roc_auc,improvement_clean_holdout_log_loss,improvement_clean_holdout_brier_score
0,none,none,baseline,0.1113767623901367,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,no_oracle_fix,No oracle fix was applied.,,,,,,,1.0,1.0,1.0,1.0,0.0310365118235889,0.0041369501466275,0.956140350877193,0.9602030789387488,0.9640287769784172,0.99737962659679,0.0943206052009965,0.0265197368421052,0.9473684210526316,0.9484126984126984,0.9577464788732394,0.97255291005291,0.4400051934186206,0.0454528508771929,1.0,1.0,1.0,1.0,0.0310365118235889,0.0041369501466275,0.956140350877193,0.9602030789387488,0.9640287769784172,0.99737962659679,0.0943206052009965,0.0265197368421052,0.9473684210526316,0.9484126984126984,0.9577464788732394,0.97255291005291,0.4400051934186206,0.0454528508771929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,none,0.0,0.0,0.0,0.0,-0.0,-0.0
0,none,none,xai_shap,0.1096112728118896,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,no_oracle_fix,No oracle fix was applied.,,,,,,,1.0,1.0,1.0,1.0,0.0310365118235889,0.0041369501466275,0.956140350877193,0.9602030789387488,0.9640287769784172,0.99737962659679,0.0943206052009965,0.0265197368421052,0.9473684210526316,0.9484126984126984,0.9577464788732394,0.97255291005291,0.4400051934186206,0.0454528508771929,1.0,1.0,1.0,1.0,0.0310365118235889,0.0041369501466275,0.956140350877193,0.9602030789387488,0.9640287769784172,0.99737962659679,0.0943206052009965,0.0265197368421052,0.9473684210526316,0.9484126984126984,0.9577464788732394,0.97255291005291,0.4400051934186206,0.0454528508771929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,none,0.0,0.0,0.0,0.0,-0.0,-0.0
0,none,none,oracle_true_fix,0.1104881763458252,0,0,,,,,,,,,,,,,False,0.0,,,,,,,,,1.0,1.0,1.0,1.0,0.0310365118235889,0.0041369501466275,0.956140350877193,0.9602030789387488,0.9640287769784172,0.99737962659679,0.0943206052009965,0.0265197368421052,0.9473684210526316,0.9484126984126984,0.9577464788732394,0.97255291005291,0.4400051934186206,0.0454528508771929,1.0,1.0,1.0,1.0,0.0310365118235889,0.0041369501466275,0.956140350877193,0.9602030789387488,0.9640287769784172,0.99737962659679,0.0943206052009965,0.0265197368421052,0.9473684210526316,0.9484126984126984,0.9577464788732394,0.97255291005291,0.4400051934186206,0.0454528508771929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,none,0.0,0.0,0.0,0.0,-0.0,-0.0
0,label_noise,random,baseline,2.102797269821167,1,1,1.0,1.0,1.0,1.0,1.0,0.9411764705882352,0.9411764705882352,1.0,,,,,,,repair_usable,Oracle repair creates a visible clean_holdout improvement.,,,,,,0.971217004108343,1.0,1.0,1.0,1.0,0.10194927351591,0.0176118768328445,0.956140350877193,0.9602030789387488,0.9640287769784172,0.9959056665574844,0.206879886948137,0.0505907894736842,0.9473684210526316,0.9484126984126984,0.9577464788732394,0.968915343915344,0.2517826700989055,0.0632813596491228,1.0,1.0,1.0,1.0,0.0324474653811671,0.0044757331378299,0.956140350877193,0.9602030789387488,0.9640287769784172,0.9963969865705864,0.1001744434379049,0.0293508771929824,0.9385964912280702,0.941468253968254,0.950354609929078,0.9717261904761904,0.4408794560664101,0.0459660087719298,0.0,0.0,0.0,0.0,-0.0695018081347429,-0.0131361436950146,0.0,0.0,0.0,0.0004913200131018,-0.1067054435102321,-0.0212399122807017,-0.0087719298245613,-0.0069444444444444,-0.0073918689441613,0.0028108465608465,0.1890967859675045,-0.0173153508771929,"[328, 502, 163, 125, 564]",,Label Noise / random,-0.0087719298245613,-0.0069444444444444,-0.0073918689441613,0.0028108465608465,-0.1890967859675045,0.0173153508771929
0,label_noise,random,xai_shap,6.838536739349365,1,1,1.0,1.0,1.0,1.0,1.0,0.8823529411764706,0.8823529411764706,1.0,,,,,,,repair_usable,Oracle repair creates a visible clean_holdout improvement.,,,,,,0.8812885925853035,1.0,1.0,1.0,1.0,0.10194927351591,0.0176118768328445,0.956140350877193,0.9602030789387488,0.9640287769784172,0.9959056665574844,0.206879886948137,0.0505907894736842,0.9473684210526316,0.9484126984126984,0.9577464788732394,0.968915343915344,0.2517826700989055,0.0632813596491228,1.0,1.0,1.0,1.0,0.0363893785166729,0.0053167888563049,0.956140350877193,0.9602030789387488,0.9640287769784172,0.9967245332459876,0.1026626941567305,0.029297149122807,0.9473684210526316,0.9484126984126984,0.9577464788732394,0.9710648148148148,0.4475293612492637,0.047569298245614,0.0,0.0,0.0,0.0,-0.0655598949992371,-0.0122950879765395,0.0,0.0,0.0,0.000818866688503,-0.1042171927914065,-0.0212936403508771,0.0,0.0,0.0,0.0021494708994708,0.1957466911503582,-0.0157120614035087,"[66, 262, 356, 46, 163]",,Label Noise / random,0.0,0.0,0.0,0.0021494708994708,-0.1957466911503582,0.0157120614035087
0,label_noise,random,oracle_true_fix,0.5502445697784424,1,0,,,,,,,,,,,,all_true_noisy_labels,True,34.0,,,,,,,,,1.0,1.0,1.0,1.0,0.10194927351591,0.0176118768328445,0.956140350877193,0.9602030789387488,0.9640287769784172,0.9959056665574844,0.206879886948137,0.0505907894736842,0.9473684210526316,0.9484126984126984,0.9577464788732394,0.968915343915344,0.2517826700989055,0.0632813596491228,1.0,1.0,1.0,1.0,0.0310365118235889,0.0041369501466275,0.956140350877193,0.9602030789387488,0.9640287769784172,0.99737962659679,0.0943206052009965,0.0265197368421052,0.9473684210526316,0.9484126984126984,0.9577464788732394,0.97255291005291,0.4400051934186206,0.0454528508771929,0.0,0.0,0.0,0.0,-0.0709127616923211,-0.013474926686217,0.0,0.0,0.0,0.0014739600393055,-0.1125592817471404,-0.0240710526315789,0.0,0.0,0.0,0.0036375661375661,0.1882225233197151,-0.0178285087719298,,,Label Noise / random,0.0,0.0,0.0,0.0036375661375661,-0.1882225233197151,0.0178285087719298
0,label_noise,hard,baseline,1.9187707901000977,1,1,1.0,1.0,1.0,1.0,1.0,0.7647058823529411,0.7647058823529411,1.0,,,,,,,repair_usable,Oracle repair creates a visible clean_holdout improvement.,1.0,1.0,1.0,,0.6623847827157331,0.576474664709959,1.0,1.0,1.0,1.0,0.0410848239990769,0.0068586510263929,0.9385964912280702,0.9461185718964952,0.948905109489051,0.9932852931542744,0.1384620259322201,0.0427791666666666,0.912280701754386,0.9156746031746033,0.9285714285714286,0.9677579365079364,0.4714530696342119,0.0562120614035087,1.0,1.0,1.0,1.0,0.0255080136864316,0.0032252932551319,0.9473684210526316,0.953160825417622,0.9565217391304348,0.9977071732721912,0.1031855603855764,0.031644298245614,0.9473684210526316,0.9484126984126984,0.9577464788732394,0.9720568783068784,0.4506224749802762,0.050009649122807,0.0,0.0,0.0,0.0,-0.0155768103126453,-0.0036333577712609,0.0087719298245613,0.0070422535211267,0.0076166296413837,0.0044218801179167,-0.0352764655466437,-0.0111348684210526,0.0350877192982456,0.0327380952380951,0.0291750503018107,0.0042989417989418,-0.0208305946539357,-0.0062024122807017,"[526, 213, 424, 311, 3]",,Label Noise / hard,0.0350877192982456,0.0327380952380951,0.0291750503018107,0.0042989417989418,0.0208305946539357,0.0062024122807017
0,label_noise,hard,xai_shap,4.176471710205078,1,1,1.0,1.0,1.0,1.0,1.0,0.7647058823529411,0.7647058823529411,1.0,,,,,,,repair_usable,Oracle repair creates a visible clean_holdout improvement.,1.0,1.0,1.0,,0.6623847827157331,0.576474664709959,1.0,1.0,1.0,1.0,0.0410848239990769,0.0068586510263929,0.9385964912280702,0.9461185718964952,0.948905109489051,0.9932852931542744,0.1384620259322201,0.0427791666666666,0.912280701754386,0.9156746031746033,0.9285714285714286,0.9677579365079364,0.4714530696342119,0.0562120614035087,1.0,1.0,1.0,1.0,0.0255080136864316,0.0032252932551319,0.9473684210526316,0.953160825417622,0.9565217391304348,0.9977071732721912,0.1031855603855764,0.031644298245614,0.9473684210526316,0.9484126984126984,0.9577464788732394,0.9720568783068784,0.4506224749802762,0.050009649122807,0.0,0.0,0.0,0.0,-0.0155768103126453,-0.0036333577712609,0.0087719298245613,0.0070422535211267,0.0076166296413837,0.0044218801179167,-0.0352764655466437,-0.0111348684210526,0.0350877192982456,0.0327380952380951,0.0291750503018107,0.0042989417989418,-0.0208305946539357,-0.0062024122807017,"[526, 311, 215, 213, 148]",,Label Noise / hard,0.0350877192982456,0.0327380952380951,0.0291750503018107,0.0042989417989418,0.0208305946539357,0.0062024122807017
0,label_noise,hard,oracle_true_fix,0.6179897785186768,1,0,,,,,,,,,,,,all_true_noisy_labels,True,34.0,,,,,,,,,1.0,1.0,1.0,1.0,0.0410848239990769,0.0068586510263929,0.9385964912280702,0.9461185718964952,0.948905109489051,0.9932852931542744,0.1384620259322201,0.0427791666666666,0.912280701754386,0.9156746031746033,0.9285714285714286,0.9677579365079364,0.4714530696342119,0.0562120614035087,1.0,1.0,1.0,1.0,0.0310365118235889,0.0041369501466275,0.956140350877193,0.9602030789387488,0.9640287769784172,0.99737962659679,0.0943206052009965,0.0265197368421052,0.9473684210526316,0.9484126984126984,0.9577464788732394,0.97255291005291,0.4400051934186206,0.0454528508771929,0.0,0.0,0.0,0.0,-0.010048312175488,-0.0027217008797653,0.0175438596491227,0.0140845070422535,0.0151236674893662,0.0040943334425155,-0.0441414207312235,-0.0162594298245614,0.0350877192982456,0.0327380952380951,0.0291750503018107,0.0047949735449736,-0.0314478762155913,-0.0107592105263157,,,Label Noise / hard,0.0350877192982456,0.0327380952380951,0.0291750503018107,0.0047949735449736,0.0314478762155913,0.0107592105263157
0,data_leakage,direct,baseline,0.7188239097595215,1,1,1.0,1.0,1.0,1.0,1.0,,,,1.0,leakage_direct_signal,leakage_direct_signal,,,,repair_usable,Oracle repair creates a visible clean_holdout improvement.,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0.015939439812039,0.001332771260997,1.0,1.0,1.0,1.0,0.0441319904797838,0.0081554824561403,0.8859649122807017,0.8998015873015872,0.9037037037037036,0.9708994708994708,0.2743743534571672,0.0869537280701754,1.0,1.0,1.0,1.0,0.0310365118235889,0.0041369501466275,0.956140350877193,0.9602030789387488,0.9640287769784172,0.99737962659679,0.0943206052009965,0.0265197368421052,0.9473684210526316,0.9484126984126984,0.9577464788732394,0.97255291005291,0.4400051934186206,0.0454528508771929,0.0,0.0,0.0,0.0,0.0150970720115499,0.0028041788856304,-0.043859649122807,-0.0397969210612512,-0.0359712230215827,-0.0026203734032099,0.0501886147212127,0.0183642543859649,0.0614035087719297,0.0486111111111111,0.0540427751695357,0.0016534391534391,0.1656308399614534,-0.0415008771929824,,"[""leakage_direct_signal"", ""worst concave points"", ""worst area"", ""worst perimeter"", ""worst radius""]",Data Leakage / direct,0.0614035087719297,0.0486111111111111,0.0540427751695357,0.0016534391534391,-0.1656308399614534,0.0415008771929824
